field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
resources.stats.payload[].side,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateBackZonePass,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateChippedPass,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateCornersIntobox,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateCross,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateCrossNocorner,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateFlickOn,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateFreekickCross,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateFwdZonePass,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateGoalKicks,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateKeeperSweeper,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateKeeperThrows,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateLaunches,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateLayoffs,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateLongBalls,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accuratePass,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accuratePullBack,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateThroughBall,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.accurateThrows,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.aerialLost,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.aerialWon,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attAssistOpenplay,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attAssistSetplay,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attBxCentre,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attBxLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attBxRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attCmissHigh,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attCmissHighRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attCmissLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attCmissRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attCorner,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attFreekickGoal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attFreekickMiss,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attFreekickTarget,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attFreekickTotal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attGoalLowCentre,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attGoalLowLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attGoalLowRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attHdMiss,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attHdTarget,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attHdTotal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attIboxBlocked,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attIboxGoal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attIboxMiss,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attIboxTarget,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attLfGoal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attLfTarget,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attLfTotal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attMissHigh,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attMissHighLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attMissHighRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attMissLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attMissRight,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attOboxBlocked,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attOboxGoal,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attOboxMiss,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attOboxTarget,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attObxCentre,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attObxLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload[].stats.attObxdLeft,pulselive,match,fixture,resource/context marker: match,float,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
